date,total_cases,pop,areaidx,polyid_city,yearx,urban,transportation,Cropland,Forest,Grassland,Shrub,elevation,in_migration,in_migration_norm,out_migration,out_migration_norm2,Tmean,Precipitation,Rh,Sun,cityid,countyid,year,month,logpop,polyid,cityx,Tmean_1m,Precipitation_1m,Rh_1m,Sun_1m,Tmean_2m,Precipitation_2m,Rh_2m,Sun_2m,Tmean_3m,Precipitation_3m,Rh_3m,Sun_3m,Tmean_4m,Precipitation_4m,Rh_4m,Sun_4m,Tmean_5m,Precipitation_5m,Rh_5m,Sun_5m,Tmean_6m,Precipitation_6m,Rh_6m,Sun_6m,Rh_06m,Sun_01m,Precipitation_02m,urban_log,transportation_log,out_migration_g,in_migration_g,Cropland_log,Grassland_g,Shrub_g,elevation_g,Precipitation_02m_log,Tmean_1m_g,Rh_3m_g,Sun_01m_g
2017/9/1,0,218.6,55,10,7,59.7,15538,40.5009,905.8671,0.3906,0.0387,563.338489,0.531657871,0.585901167,0.4925556,0.513165105,27.12948159,83.71589281,74.11053841,181.3269854,331100,331125,2017,9,-3.823096796,29,5,29.33031132,166.7849488,76.03362412,234.566988,29.89741196,98.74560774,72.48999731,256.4164498,23.84626254,515.5978683,90.11023619,43.32754596,23.35477151,120.9894537,71.87338535,175.4171944,18.62256372,164.8583594,74.07492119,149.720331,12.3949941,259.6694469,79.36509623,82.15965564,76.86539983,207.9469867,116.4154831,4.105943698,9.651108272,0.511560347,0.588422476,3.725715114,0.3762,0.036,563.338489,4.765718782,29.55605406,90.11023619,207.3326376
2015/8/1,0,604.9,48,9,5,60.3,12480,243.0333,1678.6638,0.3087,0.1611,419.073513,1.167310335,0.565108529,1.164078697,0.502749124,27.08902686,220.9159017,81.31001138,175.7261406,331000,331024,2015,8,-2.805277217,51,9,26.09623107,257.0328804,83.05665576,149.8682673,24.83076354,183.8018369,84.51995189,95.92044006,20.73296598,190.6280257,79.7587556,98.51449609,16.64699455,83.08506205,72.62720929,136.7007117,11.76433428,136.2544207,76.86190991,112.7399799,8.450866827,85.74577461,74.58327841,96.1055435,78.95968175,162.797204,220.5835397,4.115779843,9.431962767,0.511560347,0.565108529,5.497304691,0.3249,0.1674,419.8709655,5.400799673,25.72661673,79.73012083,160.0071731
2020/9/1,0,227.8,43,8,10,57.57,8661,477.5589,1132.4349,0.09,0.009,354.979839,0.4668264,0.397607861,0.387144,0.261901949,22.75769756,209.2092366,81.78304329,90.36625514,330800,330803,2020,9,-3.781872321,38,7,29.53953488,58.26401038,70.51966272,224.5454237,27.58358698,402.5018899,81.79726912,130.1699228,26.37262548,471.7804382,84.20866387,85.86011039,23.48705703,304.0741901,76.83104893,127.9049413,16.54227525,92.20408615,66.70484744,176.4670509,13.39235912,205.5044129,79.9611862,72.98492141,77.40081737,157.4558394,223.3250456,4.07022262,9.066700922,0.265245456,0.390064764,6.170779296,0.072,9.00E-04,354.979839,5.413096097,29.55605406,84.10961485,160.0071731
2019/9/1,0,654.8,47,9,9,63.7,13111.9,269.7543,1076.5305,0.2079,0.0162,353.43906,1.10116422,0.524973014,1.277178735,0.477648805,25.11232876,123.6283645,71.84428375,209.8004462,331000,331023,2019,9,-2.726010526,49,9,28.45714789,250.161454,78.63477481,216.1731382,27.08469642,239.227692,85.5210081,128.8317947,23.79797868,267.1092536,86.06672075,90.09742412,20.65170565,106.7845548,72.17121945,148.4919078,17.38651978,189.4367297,81.23076508,117.2429717,12.10292789,163.8050633,78.09992517,112.2112069,79.08124244,212.9867922,204.3391702,4.169761202,9.481351757,0.488397369,0.512607748,5.601211768,0.2205,0.0216,354.979839,5.324663101,28.93896169,85.72078766,212.4112326
2011/5/1,0,914.3,17,3,1,66.3,7735.13,192.7521,2378.196,0.2403,0.2934,420.668418,1.494152129,0,0.80434728,0.424632353,20.84266913,129.6666236,78.15660571,129.5185932,330300,330324,2011,5,-2.392181627,54,10,17.06112587,78.95446304,71.81552742,155.7162316,10.86142703,72.61318138,65.12463187,130.2116466,8.865742962,64.92259198,73.74396805,122.9889875,4.707959726,25.02114399,65.18862534,66.20622664,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.6174124,93.74475601,4.209160237,8.953656842,0.410358747,0,5.266579507,0.2205,0.2934,419.8709655,4.551186497,17.20515142,73.74085262,139.6927838
2013/7/1,0,603.8,44,9,3,58.1,11910,152.4825,42.6852,0.0324,0.009,20.463846,1.2104964,0.605824914,1.434571665,0.565581931,29.28760899,37.0330259,68.41580444,296.3347632,331000,331002,2013,7,-2.807097355,46,9,24.54584292,333.0448669,82.03253262,97.06873943,21.5571893,139.6118012,78.85886787,128.4325417,15.75200259,138.3294524,67.70128223,147.3459196,11.94599919,124.1070761,71.21370462,147.0196897,8.330422801,93.60695328,80.71813054,42.51525679,6.178755819,27.88121792,73.86333015,110.2589009,74.68623607,196.7017513,169.8965647,4.079230924,9.385217622,0.559872674,0.608021028,5.033586554,0.0189,9.00E-04,12.105322,5.141058488,24.25145695,67.62485246,198.60581
2022/7/1,3,251.5,55,10,12,63.5,15135,43.8201,901.2816,0.3402,0.0414,563.338489,0.783479032,0.890360852,0.715501742,0.825277298,30.83529599,43.74257239,71.77540892,264.038854,331100,331125,2022,7,-3.682897382,29,5,25.38238609,419.4557943,79.54577545,129.2577845,20.12964939,225.3615554,80.13137289,96.53606505,18.28277963,120.6935007,84.55654582,109.0999523,15.70448816,222.4406519,77.77787289,86.99395093,6.986625102,134.3212565,79.07843094,88.65142493,8.872994878,72.08333983,74.05718398,122.9815666,78.1317987,196.6483193,229.519974,4.166665224,9.624831291,0.836748282,0.890360852,3.8026567,0.3249,0.036,563.338489,5.440337514,25.72661673,84.79347038,198.60581
2014/6/1,2,543.7,40,7,4,63.3,12269.39,346.9752,555.9192,0.027,9.00E-04,199.785967,1.751233886,0.930566471,1.83975624,0.702841826,24.8284775,336.7674237,77.23115602,131.2325292,330700,330782,2014,6,-2.911942748,21,4,21.60831477,277.5065927,72.21867291,114.9095696,17.57788,111.1219433,73.12118753,99.54527381,12.58159574,162.1276614,71.29819547,119.8678013,7.405947991,153.0365528,79.87613455,65.28410512,7.502397551,23.43880619,65.53305858,153.9826448,6.725932926,119.1015755,62.25206327,135.3999691,71.64720976,123.0710494,241.7986532,4.163559631,9.414944322,0.715795964,0.930566471,5.852131213,0.0189,9.00E-04,203.561224,5.492232512,21.7765019,71.14021505,119.9508454
2018/12/1,0,522.3,30,6,8,66.6,10137,216.0216,945.6507,0.0576,0.009,311.57818,1.9992888,0.644729298,1.759212,0.606225897,7.984430869,134.6732919,85.00271442,39.13882152,330600,330624,2018,12,-2.952098237,42,8,14.49414549,94.84971158,84.10961485,89.31527923,18.140182,38.39803903,72.01978632,170.3913413,25.39735243,209.0281395,78.78083124,161.2773753,29.11205783,251.1224602,76.10510532,223.31669,29.23470621,115.113639,74.59585891,236.8741002,25.34110762,190.6059546,77.03227089,159.581397,78.23516885,64.22705038,89.30701417,4.213607983,9.224046019,0.606225897,0.643658664,5.379996888,0.072,9.00E-04,311.57818,4.503215134,14.190015,78.83347929,67.13716293
2018/2/1,0,911.5,14,2,8,72.9,11295,375.9057,1090.3347,0.0504,0.0045,186.026234,1.653604026,0.274021475,1.660565957,0.364842487,6.374085526,48.93642122,73.5705276,123.6863465,330200,330226,2018,2,-2.395248778,34,6,5.522415049,128.5208884,79.55344089,78.7663534,7.943841359,36.15044022,71.3030904,132.8578937,14.190015,124.0290024,79.98439213,87.13286499,19.77325474,219.6555746,80.66180699,127.7295972,25.16622251,132.7192457,83.87390531,116.7820624,29.69624118,88.347698,76.80917302,246.9539401,77.96519091,101.22635,71.20258328,4.302712828,9.33220396,0.365615499,0.255861131,5.931995024,0.072,9.00E-04,193.037391,4.279475825,5.795795283,79.73012083,100.1483795
2015/10/1,0,545.4,40,7,5,64.5,12431.24,346.8114,552.8754,0.0243,9.00E-04,199.785967,1.577556,0.344898962,1.567367768,0.401228793,19.90634867,110.0257012,76.3575751,128.976628,330700,330782,2015,10,-2.908820902,21,4,23.52357652,166.5665496,79.47764617,108.4831034,27.27748977,236.1038252,76.57286836,170.4222935,26.57217636,295.2469351,79.91979969,156.249197,25.48126116,321.6740716,81.77424233,101.4632405,21.88357062,270.4520917,74.97580463,114.8292376,17.66406396,124.8627093,66.74827403,152.9535204,76.54660147,118.7298657,170.898692,4.182050143,9.428048377,0.410358747,0.33534771,5.851660379,0.0189,9.00E-04,203.561224,5.146905303,23.46422187,79.73012083,119.9508454
2021/8/1,0,1220.4,5,1,11,83.6,16988,136.8675,9.4239,9.00E-04,0.0045,193.037391,4.162320348,0.340042633,4.134978929,0.419743072,27.83334122,275.1247308,74.64316208,97.34051324,330100,330113,2021,8,-2.103406419,NA,1,28.28115957,304.3438547,86.86599831,153.0928518,25.51401936,304.9892073,74.64316208,138.7432481,22.68961851,280.0806645,75.72042867,138.7432481,17.15923695,75.49038322,76.22345226,120.8668206,12.82646342,196.1010527,86.63043305,92.89643077,10.93433062,50.84891466,77.05162051,134.0127381,78.82546528,125.2166825,294.8192643,4.437934267,9.740321355,0.410358747,0.33534771,4.926293079,0.0189,9.00E-04,193.037391,5.689748674,28.1094771,75.48253272,125.9366788
2011/1/1,0,211.9,43,8,1,44.8,7624.6,447.1299,1185.8697,0.1305,0.0252,354.979839,0.084611952,0,0.125994528,0,1.841715319,57.75049934,71.51062897,76.6567092,330800,330803,2011,1,-3.854225907,38,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.824284091,8.939266287,0,0,6.105083146,0.1179,0.0216,354.979839,NA,NA,NA,NA
2021/12/1,0,712,35,7,11,68.7,13284,313.6374,240.4953,9.00E-04,9.00E-04,140.011614,1.247755355,0.20642163,1.367848568,0.362244011,9.035351721,28.72046407,69.98024325,113.8301921,330700,330703,2021,12,-2.642262461,15,4,13.61802203,84.97570737,61.29075633,150.4490048,20.38663867,136.4721486,80.80746893,144.8444319,27.21514336,94.93884703,77.59446864,124.438751,27.98190705,290.3784017,79.91979969,137.8355348,28.6788333,212.692472,70.41453944,213.4280774,25.71288651,351.0233736,82.2407143,98.67365082,74.6068558,132.1395985,83.38944001,4.244200318,9.494390858,0.365615499,0.20642163,5.751420865,0.0189,9.00E-04,140.011614,4.435442275,13.38002202,78.04507809,133.6002306
2019/8/1,0,654.8,46,9,9,63.7,13111.9,237.0186,617.535,0.0423,0.009,125.606196,1.284473961,0.579025325,1.33501608,0.534705929,28.45714789,250.161454,78.63477481,216.1731382,331000,331022,2019,8,-2.726010526,48,9,27.08469642,239.227692,85.5210081,128.8317947,23.79797868,267.1092536,86.06672075,90.09742412,20.65170565,106.7845548,72.17121945,148.4919078,17.38651978,189.4367297,81.23076508,117.2429717,12.10292789,163.8050633,78.09992517,112.2112069,8.004007752,169.7074826,85.70301854,22.51477444,81.0610617,172.5024665,252.1661332,4.169761202,9.481351757,0.536984987,0.588422476,5.472348822,0.0189,9.00E-04,116.869122,5.534045926,27.28398987,71.85307176,172.5024665
2017/7/1,0,299.5,22,5,7,62,7958,413.0478,230.2785,0.036,9.00E-04,44.951634,1.9992888,0.731311584,1.644691114,0.722005462,30.93309706,105.7932445,69.89779389,264.038854,330500,330502,2017,7,-3.508225954,10,2,23.88311905,308.747596,80.48670446,103.6469454,22.34159634,120.1898958,70.79302211,201.9824603,17.75764072,148.0914662,66.57925875,188.3891471,10.55427308,150.5723564,71.18579528,137.3969465,7.071585244,37.70621041,69.39956726,140.0378838,6.617126845,72.52479809,78.40082158,123.5017407,72.3918519,183.8428997,178.2435788,4.143134726,8.982058643,0.715795964,0.73485808,6.025981426,0.0189,9.00E-04,36.857972,5.188745656,24.25145695,66.82457478,185.6165035
2017/5/1,1,501,26,6,7,65.5,10136,198.6021,111.8448,0.0027,9.00E-04,36.857972,1.662522686,0.652605425,1.76448132,0.667473022,22.50637573,112.5138931,70.39710239,200.4470055,330600,330602,2017,5,-2.993734271,43,8,18.09424108,186.6125354,67.67385519,187.7440953,11.04734868,177.7074416,73.15614553,116.9047536,7.822860543,37.8313624,67.18625382,131.4570766,7.711329646,61.9533729,77.4707793,114.1291496,9.681899151,37.10964857,77.85985981,125.0087778,13.80883773,82.48894922,82.93047865,81.68245278,73.81063924,194.0955504,158.9446234,4.197201948,9.223947375,0.662728655,0.661372198,5.296325885,0.0189,9.00E-04,36.857972,5.074827651,18.0560877,66.82457478,192.3407359
2020/10/1,0,541.1,21,4,10,71.34,8276,562.9842,0.4059,9.00E-04,9.00E-04,3.746798,2.282246594,0.562567003,2.068864374,0.535624189,19.26059756,37.44035924,75.18971296,110.4818527,330400,330483,2020,10,-2.916736267,13,3,24.1612696,180.4431572,79.63677002,84.5053015,30.4213142,94.59935568,75.01119969,188.0247389,27.05241354,234.5227768,88.7718215,112.8076927,25.86951234,345.9917246,89.31871568,113.9803625,22.93782005,126.4005169,78.04507809,135.6495687,15.9687103,46.36639884,67.680632,213.7809703,79.09341856,97.4935771,104.1609574,4.281377227,9.021235863,0.536984987,0.565108529,6.335026237,0.0189,9.00E-04,12.105322,4.655492104,24.25145695,88.33461764,100.1483795
2022/8/1,0,712.7,36,7,12,69.4,13232,269.7291,1229.9481,0.1215,0.0027,390.12338,1.45187849,0.285585697,1.716145432,0.479718867,31.00262205,77.84813029,66.82457478,228.4713322,330700,330723,2022,8,-2.641279797,19,4,30.91558379,55.51312177,80.79020053,281.5590676,25.49958219,306.0304052,77.48685738,101.2466917,19.94645162,180.7970051,77.36027958,101.2466917,17.85885876,107.8437347,78.7741625,130.2951995,14.78803727,210.5946767,74.58876475,138.8309456,6.060446092,126.9056872,74.58876475,135.281361,75.77337204,255.0151999,146.4638858,4.254193263,9.490468989,0.488397369,0.284822872,5.60111869,0.1179,9.00E-04,390.12338,4.993583303,31.00215942,77.11403091,253.4358897
2015/12/1,0,496.8,30,6,5,63.2,9959,220.3254,948.393,0.1872,0.0243,311.57818,1.751233886,0.531181152,1.724854761,0.663080247,8.196254012,159.7980582,81.05757045,74.83782989,330600,330624,2015,12,-3.002152841,42,8,14.13595459,237.862406,89.04771975,50.5916067,19.40098561,65.00424257,79.82738999,140.5320616,23.56867995,179.5023007,82.04178784,115.4107841,27.43118009,222.1170616,78.83138998,165.6628346,26.57612805,321.6586979,81.92635621,160.1537571,25.02659227,299.636624,83.11183776,98.45189084,82.263436,62.7147183,154.2215689,4.162003211,9.206332351,0.662728655,0.531532866,5.399634017,0.1728,0.0216,311.57818,5.044853573,14.190015,82.26995752,61.02682955
2014/11/1,0,293,25,5,4,57.4,7510.98,491.3685,1297.2915,0.1827,0.0081,227.964614,1.56239712,0.485803545,1.126123329,0.493744028,13.45070088,92.42484962,80.102683,118.5098409,330500,330523,2014,11,-3.530167763,8,2,19.42631297,34.4099148,73.74486004,204.9424447,23.82086106,135.6083127,83.72527512,99.29925976,25.97808072,233.2186827,85.48053676,98.9923568,27.58482687,291.5748846,81.77859981,178.9377068,24.18788608,194.7338944,78.32685622,105.7051422,21.95136709,135.5957457,69.03845537,182.6231352,78.88532376,161.7261428,87.48102571,4.06731589,8.924254358,0.488397369,0.488635501,6.19922742,0.1728,9.00E-04,226.174007,4.48278813,19.56753976,85.72078766,160.0071731
2013/4/1,0,212.2,51,10,3,53.8,14537.2,144.7344,1281.726,0.1998,0.036,389.937902,0.590629006,0.377465616,0.66370752,0.363672779,17.05311775,205.5750276,71.11956698,115.8120992,331100,331102,2013,4,-3.852811146,25,5,14.06657459,171.6205232,72.75776438,138.8309456,10.27739747,123.4316994,80.91023357,47.63482962,6.974307634,26.43532066,75.88088511,98.09469472,8.312903647,135.2183187,76.81259156,89.54166441,13.67858302,194.0471394,77.1142655,101.3211246,20.31075979,31.24797154,65.41257933,207.0764036,74.28684092,127.3215224,166.8757501,4.003690194,9.584534947,0.365615499,0.390064764,4.981785787,0.2205,0.036,390.12338,5.123224123,14.190015,76.31589737,125.9366788
2014/11/1,0,543.7,39,7,4,63.3,12269.39,548.8758,596.1654,0.063,0.0036,162.269132,2.42083728,0.254478882,3.25870776,0.691921542,14.93913081,70.04377372,75.94751953,109.1785967,330700,330781,2014,11,-2.911942748,16,4,20.31656107,20.66017549,66.49987417,205.1186622,25.27261578,168.1311286,80.8228981,120.6661261,26.99700311,320.4018371,81.56708264,127.1600888,28.49876106,209.5218957,75.75054909,217.2790272,24.8284775,336.7674237,77.23115602,131.2325292,21.60831477,277.5065927,72.21867291,114.9095696,75.71967892,157.1486295,86.27835927,4.163559631,9.414944322,0.690883811,0.255861131,6.309692435,0.072,9.00E-04,167.086052,4.469102543,20.32156853,81.56708264,160.0071731
2012/12/1,0,211.7,51,10,2,52.5,14284.8,124.2612,1310.5755,0.207,0.0387,389.937902,0.4362264,0.329855808,0.354165445,0.231968205,8.312903647,135.2183187,76.81259156,89.54166441,331100,331102,2012,12,-3.855170194,25,5,13.67858302,194.0471394,77.1142655,101.3211246,20.31075979,31.24797154,65.41257933,207.0764036,23.69906458,192.0770757,74.4242227,155.8511421,28.26035508,184.855191,74.45949792,185.6881756,29.44943921,96.32403286,69.579858,256.1904602,25.12939884,443.6699302,82.4435524,85.32280456,74.3209382,95.43139451,120.1711432,3.979681654,9.567021316,0.231968205,0.33534771,4.830401157,0.2205,0.036,390.12338,4.797203953,13.38002202,74.60569857,94.06269957
2022/3/1,0,961.8,9,2,12,78.9,11470.46,177.426,294.696,0.0828,9.00E-04,167.812433,1.654490323,0.244300821,1.691923819,0.378703493,13.71343007,161.0094163,67.31222395,136.5872062,330200,330203,2022,3,-2.341533843,33,6,6.186670698,107.8857392,88.5766451,25.58108816,7.219989517,77.00340459,71.42229453,147.5353913,8.932686806,27.85727444,69.5459747,126.507463,13.76622301,107.3364307,77.39828377,153.4535838,20.829637,186.5383425,78.52919597,86.79288723,26.58327481,195.7028595,78.26088214,135.9971453,75.86364288,81.08414718,115.29952,4.380775853,9.347617491,0.390373939,0.242633106,5.184173949,0.072,9.00E-04,167.086052,4.756168933,6.466127012,69.48806347,80.40632124
2013/10/1,0,494.9,31,6,3,61,9785.55,572.5278,1477.4985,0.0864,0.0027,167.086052,0.992841561,0.368152102,1.121023277,0.371197426,19.3221275,220.312033,73.17146827,145.0370343,330600,330681,2013,10,-3.00598465,44,8,25.00265301,35.58771787,71.85925677,178.4175879,30.56301654,198.3341925,64.79152102,236.5259321,31.31178312,17.72863124,59.2130849,305.2959416,24.74598109,310.4034532,81.81404198,83.31705773,22.58010914,95.57892554,73.19628915,163.3652382,16.37900508,128.5641671,62.43455906,167.1079708,69.49717445,161.7273111,151.4113145,4.127134385,9.188764273,0.365615499,0.357710246,6.35180641,0.072,9.00E-04,167.086052,5.026582882,24.96099241,59.2130849,160.0071731
2014/10/1,0,781.1,16,2,4,70.3,11045.4,539.7192,145.8981,0.0513,9.00E-04,20.550996,1.937089543,0.509359567,1.644335535,0.541701228,20.21063124,25.27622239,71.72987012,192.2379146,330200,330282,2014,10,-2.549637189,31,6,24.52238099,259.1551044,84.51645144,94.93482146,26.72776871,297.7027323,84.91115834,110.7844938,27.89631702,165.1902859,81.24237297,184.7341917,23.38683888,300.4496828,82.98126339,98.83399467,20.93561835,174.5908007,74.58413573,136.2368908,15.81327504,117.5213681,77.99510584,115.6364668,79.70862255,143.586368,194.0446864,4.266896327,9.309859862,0.536984987,0.512607748,6.292900105,0.072,9.00E-04,12.105322,5.273228693,24.25145695,81.56708264,146.7052736
2022/9/1,0,535.3,26,6,12,72.1,10480,194.7924,109.791,9.00E-04,9.00E-04,36.857972,2.22537024,0.738239817,2.11201992,0.732655835,24.57972758,181.4476996,70.7367571,135.9971453,330600,330602,2022,9,-2.927513035,43,8,31.12065903,76.90191441,66.84886591,283.0761784,31.19426226,93.87203387,75.01119969,283.0761784,26.11208222,210.9004472,84.36491381,113.9803625,20.18352271,138.8637623,75.93384101,139.9530491,17.82945584,93.68733164,75.30988074,109.1785967,14.34906938,191.4410091,81.18531392,116.9047536,75.62725317,209.5366619,117.407216,4.291828367,9.257319373,0.738062589,0.73485808,5.277054914,0.0189,9.00E-04,36.857972,4.774129666,31.00215942,84.10961485,207.3326376
2016/10/1,0,918.8,5,1,6,76.2,16306.07,143.1828,9.1602,0.0144,0.0207,167.812433,1.551924,0.190613952,2.0062692,0.459477803,20.27114805,168.8361728,84.9383189,48.88894991,330100,330113,2016,10,-2.387271901,NA,1,24.26374911,255.4320331,78.10174135,132.5598003,29.36065711,80.54012211,70.91543795,264.806132,29.43932935,128.527549,77.60199467,219.1356832,24.73796476,398.4982979,85.54661103,117.9136526,21.27657342,345.908941,81.71464658,128.0735751,17.5336422,337.2200003,82.73118505,107.1895111,80.22141936,90.72437511,168.2694427,4.346399457,9.699354035,0.457776718,0.190613952,4.971081939,0.0189,0.0216,167.086052,5.131491781,24.25145695,78.04507809,94.06269957
2023/3/1,0,716.3,39,7,13,70.4,13232,551.772,598.0833,0.0243,0.0018,162.269132,2.381712503,0.646198629,2.441470645,0.72435924,13.50416624,93.56016835,78.9487231,88.65142493,330700,330781,2023,3,-2.636241298,16,4,9.013142792,87.63075632,83.24733558,29.74284612,7.594647933,42.06013821,70.51305791,177.3792098,6.635869222,59.64807613,69.91494564,123.2720895,16.76130103,115.0061247,77.67970972,201.730527,19.33027624,21.3293906,70.23791549,139.2704347,25.45979337,82.83629677,73.28260295,128.976628,74.83204148,59.19713553,74.41702096,4.268297869,9.490468989,0.715795964,0.643658664,6.31494562,0.0189,9.00E-04,167.086052,4.323032992,8.843915617,70.20986951,61.02682955
2013/8/1,0,494.9,33,6,3,61,9785.55,493.7859,1191.0087,0.4446,0.0036,246.933992,1.228648761,0.23101263,1.941615987,0.625616849,30.56301654,198.3341925,64.79152102,236.5259321,330600,330683,2013,8,-3.00598465,41,8,31.31178312,17.72863124,59.2130849,305.2959416,24.74598109,310.4034532,81.81404198,83.31705773,22.58010914,95.57892554,73.19628915,163.3652382,16.37900508,128.5641671,62.43455906,167.1079708,12.00402104,135.6774443,71.72731159,142.4648941,7.561853352,93.43857313,83.1589694,44.74933134,70.90511101,270.9109369,175.488759,4.127134385,9.188764273,0.638839034,0.242633106,6.204125144,0.4194,9.00E-04,246.933992,5.173257186,31.00215942,72.81342099,270.9109369
2023/11/1,0,716.3,41,7,13,70.4,13232,398.295,1166.4369,0.0315,9.00E-04,286.626605,2.05482204,0.519422315,2.13565572,0.62121285,14.67452462,70.29241995,70.23791549,106.1253107,330700,330783,2023,11,-2.636241298,14,4,20.08417399,36.49319402,68.19363622,139.2704347,26.55637031,99.09516584,69.31322366,261.8499001,28.18689589,173.6753424,70.7367571,159.5606838,29.71319639,165.3104895,67.7105728,237.1985637,26.37172984,190.3477627,82.39841468,138.2020195,22.60289613,119.8684325,66.09480515,135.9971453,70.66933216,122.6978727,68.6269266,4.268297869,9.490468989,0.606225897,0.512607748,5.989700492,0.0189,9.00E-04,298.629972,4.243151369,20.32156853,71.14021505,119.9508454
2019/6/1,1,654.8,47,9,9,63.7,13111.9,269.7543,1076.5305,0.2079,0.0162,353.43906,1.968635497,0.930566471,1.523126314,0.502749124,23.79797868,267.1092536,86.06672075,90.09742412,331000,331023,2019,6,-2.726010526,49,9,20.65170565,106.7845548,72.17121945,148.4919078,17.38651978,189.4367297,81.23076508,117.2429717,12.10292789,163.8050633,78.09992517,112.2112069,8.004007752,169.7074826,85.70301854,22.51477444,7.783640319,101.1794796,78.30685211,80.9024281,9.814863235,95.40844132,80.0731946,46.63909757,80.23595653,119.294666,187.776846,4.169761202,9.481351757,0.511560347,0.930566471,5.601211768,0.2205,0.0216,354.979839,5.240565609,20.32156853,78.04507809,119.9508454
2013/8/1,0,494.9,31,6,3,61,9785.55,572.5278,1477.4985,0.0864,0.0027,167.086052,1.751233886,0.564337716,0.639862374,0.590756514,30.56301654,198.3341925,64.79152102,236.5259321,330600,330681,2013,8,-3.00598465,44,8,31.31178312,17.72863124,59.2130849,305.2959416,24.74598109,310.4034532,81.81404198,83.31705773,22.58010914,95.57892554,73.19628915,163.3652382,16.37900508,128.5641671,62.43455906,167.1079708,12.00402104,135.6774443,71.72731159,142.4648941,7.561853352,93.43857313,83.1589694,44.74933134,70.90511101,270.9109369,175.488759,4.127134385,9.188764273,0.588605061,0.565108529,6.35180641,0.072,9.00E-04,167.086052,5.173257186,31.00215942,72.81342099,270.9109369
2023/4/1,0,1252.2,1,1,13,84.2,16632,359.6157,238.0302,0.0018,9.00E-04,36.146003,8.70515208,0.942289221,9.08625168,1,17.51284444,94.79580932,78.22651707,116.7820624,330100,330109,2023,4,-2.077683089,6,1,12.7627668,99.51394253,76.28736853,116.0981457,7.926972307,89.88737932,67.31222395,82.45922602,6.483411608,49.98787443,67.69369372,162.9406349,5.551388591,45.82044223,61.19570518,134.0127381,15.93767621,84.17956337,67.31222395,161.8242677,18.43098191,33.27276114,69.9484977,158.1200825,69.71089001,116.4401041,94.73237706,4.445001434,9.719143953,1,0.930566471,5.887812848,0.0189,9.00E-04,36.857972,4.561556559,12.67106889,67.62485246,113.3259995
2019/3/1,0,654.8,44,9,9,63.7,13111.9,144.2664,40.1238,0.0036,9.00E-04,20.463846,1.1120112,0.530498677,1.0832904,0.436089918,12.10292789,163.8050633,78.09992517,112.2112069,331000,331002,2019,3,-2.726010526,46,9,8.004007752,169.7074826,85.70301854,22.51477444,7.783640319,101.1794796,78.30685211,80.9024281,9.814863235,95.40844132,80.0731946,46.63909757,15.70037555,111.7347785,79.98424884,86.99395093,18.93711392,58.65399856,69.42307011,167.3205633,25.60886866,181.7260348,78.31096663,164.488009,78.55732514,67.36299067,144.8973418,4.169761202,9.481351757,0.436089918,0.531532866,4.978569298,0.0189,9.00E-04,12.105322,4.982903236,7.959079288,79.73012083,67.13716293
2016/10/1,0,216.5,53,10,6,58,15364.5,153.3339,1299.141,0.6471,0.0099,502.769314,0.553856052,0.734986352,0.641733213,0.722005462,22.51531566,104.2653035,84.15018051,56.22349844,331100,331122,2016,10,-3.832749825,23,5,25.15465068,382.0844033,79.47026216,118.532935,29.34844799,100.1940767,72.79721661,222.2880812,29.61963256,81.09764008,74.98359589,224.8914343,26.10230065,389.637073,83.21604274,129.2577845,23.16193942,339.3237792,80.47841092,126.1015471,18.97052584,300.6989842,84.8002787,79.82158793,79.98514108,87.37821672,195.5145945,4.077537444,9.639880016,0.715795964,0.73485808,5.039118437,0.6579,9.00E-04,502.769314,5.280736701,24.96099241,74.60569857,87.29434144
2014/8/1,0,601.5,45,9,4,59.5,12283,194.8185,691.137,0.0558,0.0252,256.708242,1.2104964,0.512607748,0.93807511,0.375571857,27.03085673,290.3037406,84.68306053,116.6015963,331000,331003,2014,8,-2.810913837,45,9,28.02168059,153.8894052,80.23039523,214.8295092,23.76431069,307.6080432,83.44466992,110.9836915,20.69404057,221.9361122,79.96596207,103.154803,16.25153639,142.2519951,77.91517581,109.2620512,12.00242689,135.8749162,75.1100779,132.4296008,7.559956382,146.1452189,79.4661664,68.1465779,80.11650112,165.7155528,250.6003963,4.102643365,9.416052882,0.390373939,0.512607748,5.27718821,0.072,0.0216,246.933992,5.5278421,28.1094771,79.73012083,166.0176124
